Multiples,Name,Spec_Genre
9,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Reference
10,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Health
11,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Food and Drink
12,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Health
13,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Nutrition
14,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Humor
0,Tina Fey: Bossypants,Nonfiction
1,Tina Fey: Bossypants,Autobiography
2,Tina Fey: Bossypants,Memoir
3,Tina Fey: Bossypants,Humor
4,Tina Fey: Bossypants,Biography
5,Tina Fey: Bossypants,Audiobook
6,Tina Fey: Bossypants,Humor
7,Tina Fey: Bossypants,Comedy
8,Tina Fey: Bossypants,Biography
9,Tina Fey: Bossypants,Autobiography
10,Tina Fey: Bossypants,Biography Memoir
11,Tina Fey: Bossypants,Feminism
12,Tina Fey: Bossypants,Adult
0,To Kill a Mockingbird,Fiction
1,To Kill a Mockingbird,Classics
2,To Kill a Mockingbird,Historical
3,To Kill a Mockingbird,Historical Fiction
0,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Business
1,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Nonfiction
2,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Self Help
3,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Self Help
4,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Personal Development
5,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Productivity
6,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Psychology
7,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Leadership
8,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Business
9,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Entrepreneurship
10,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Reference
11,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Health
0,True Compass: A Memoir,Biography
1,True Compass: A Memoir,Nonfiction
2,True Compass: A Memoir,Politics
3,True Compass: A Memoir,Autobiography
4,True Compass: A Memoir,Memoir
5,True Compass: A Memoir,History
6,True Compass: A Memoir,Biography
7,True Compass: A Memoir,Autobiography
8,True Compass: A Memoir,North American Hi...
9,True Compass: A Memoir,American History
10,True Compass: A Memoir,Biography Memoir
11,True Compass: A Memoir,Audiobook
12,True Compass: A Memoir,Health
0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Nonfiction
1,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Science
2,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Humor
3,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Audiobook
4,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Science
5,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Physics
6,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Humor
7,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Comedy
8,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Science
9,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Popular Science
10,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Sequential Art
11,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Comics
12,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Adult
13,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Reference
0,What Pet Should I Get? (Classic Seuss),Childrens
1,What Pet Should I Get? (Classic Seuss),Picture Books
2,What Pet Should I Get? (Classic Seuss),Childrens
3,What Pet Should I Get? (Classic Seuss),Animals
4,What Pet Should I Get? (Classic Seuss),Fiction
5,What Pet Should I Get? (Classic Seuss),Poetry
6,What Pet Should I Get? (Classic Seuss),Humor
7,What Pet Should I Get? (Classic Seuss),Childrens
8,What Pet Should I Get? (Classic Seuss),Storytime
9,What Pet Should I Get? (Classic Seuss),Classics
10,What Pet Should I Get? (Classic Seuss),Kids
11,What Pet Should I Get? (Classic Seuss),Family
0,What Should Danny Do?,Childrens
1,What Should Danny Do?,Picture Books
2,What Should Danny Do?,Childrens
3,What Should Danny Do?,Science Fiction
4,What Should Danny Do?,Kids
5,What Should Danny Do?,Childrens
6,What Should Danny Do?,2nd Grade
7,What Should Danny Do?,Fiction
8,What Should Danny Do?,Parenting
0,Where the Wild Things Are,Fiction
0,Wild: From Lost to Found on the Pacific Crest Trail,Nonfiction
1,Wild: From Lost to Found on the Pacific Crest Trail,Autobiography
2,Wild: From Lost to Found on the Pacific Crest Trail,Memoir
3,Wild: From Lost to Found on the Pacific Crest Trail,Travel
4,Wild: From Lost to Found on the Pacific Crest Trail,Biography
5,Wild: From Lost to Found on the Pacific Crest Trail,Adventure
6,Wild: From Lost to Found on the Pacific Crest Trail,Audiobook
7,Wild: From Lost to Found on the Pacific Crest Trail,Biography Memoir
8,Wild: From Lost to Found on the Pacific Crest Trail,Biography
9,Wild: From Lost to Found on the Pacific Crest Trail,Autobiography
10,Wild: From Lost to Found on the Pacific Crest Trail,Environment
11,Wild: From Lost to Found on the Pacific Crest Trail,Nature
12,Wild: From Lost to Found on the Pacific Crest Trail,Book Club
0,Winter of the World: Book Two of the Century Trilogy,Historical
1,Winter of the World: Book Two of the Century Trilogy,Historical Fiction
2,Winter of the World: Book Two of the Century Trilogy,Fiction
3,Winter of the World: Book Two of the Century Trilogy,Historical
4,Winter of the World: Book Two of the Century Trilogy,Audiobook
5,Winter of the World: Book Two of the Century Trilogy,War
6,Winter of the World: Book Two of the Century Trilogy,War
7,Winter of the World: Book Two of the Century Trilogy,World War II
8,Winter of the World: Book Two of the Century Trilogy,Novels
9,Winter of the World: Book Two of the Century Trilogy,Adult
10,Winter of the World: Book Two of the Century Trilogy,Cultural
11,Winter of the World: Book Two of the Century Trilogy,Russia
12,Winter of the World: Book Two of the Century Trilogy,European Literature
13,Winter of the World: Book Two of the Century Trilogy,British Literature
0,Women Food and God: An Unexpected Path to Almost Everything,Nonfiction
1,Women Food and God: An Unexpected Path to Almost Everything,Self Help
2,Women Food and God: An Unexpected Path to Almost Everything,Health
3,Women Food and God: An Unexpected Path to Almost Everything,Food and Drink
4,Women Food and God: An Unexpected Path to Almost Everything,Food
5,Women Food and God: An Unexpected Path to Almost Everything,Spirituality
6,Women Food and God: An Unexpected Path to Almost Everything,Psychology
7,Women Food and God: An Unexpected Path to Almost Everything,Self Help
8,Women Food and God: An Unexpected Path to Almost Everything,Personal Development
9,Women Food and God: An Unexpected Path to Almost Everything,Womens
10,Women Food and God: An Unexpected Path to Almost Everything,Religion
11,Women Food and God: An Unexpected Path to Almost Everything,Audiobook
0,Wonder,Inspirational
1,Wonder,Childrens
0,Wrecking Ball (Diary of a Wimpy Kid Book 14),Childrens
1,Wrecking Ball (Diary of a Wimpy Kid Book 14),Middle Grade
2,Wrecking Ball (Diary of a Wimpy Kid Book 14),Fiction
3,Wrecking Ball (Diary of a Wimpy Kid Book 14),Humor
4,Wrecking Ball (Diary of a Wimpy Kid Book 14),Childrens
5,Wrecking Ball (Diary of a Wimpy Kid Book 14),Sequential Art
6,Wrecking Ball (Diary of a Wimpy Kid Book 14),Graphic Novels
7,Wrecking Ball (Diary of a Wimpy Kid Book 14),Realistic Fiction
8,Wrecking Ball (Diary of a Wimpy Kid Book 14),Young Adult
9,Wrecking Ball (Diary of a Wimpy Kid Book 14),Contemporary
10,Wrecking Ball (Diary of a Wimpy Kid Book 14),Sequential Art
11,Wrecking Ball (Diary of a Wimpy Kid Book 14),Comics
12,Wrecking Ball (Diary of a Wimpy Kid Book 14),Diary
0,11/22/63: A Novel,Fiction
1,11/22/63: A Novel,Historical
2,11/22/63: A Novel,Historical Fiction
3,11/22/63: A Novel,Science Fiction
4,11/22/63: A Novel,Science Fiction
5,11/22/63: A Novel,Time Travel
6,11/22/63: A Novel,Fantasy
7,11/22/63: A Novel,Horror
8,11/22/63: A Novel,Thriller
9,11/22/63: A Novel,Audiobook
10,11/22/63: A Novel,Historical
11,11/22/63: A Novel,Mystery
0,Balance (Angie's Extreme Stress Menders),Colouring Books
1,Balance (Angie's Extreme Stress Menders),Colouring
2,Balance (Angie's Extreme Stress Menders),Nonfiction
0,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
1,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Cookbooks
2,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
3,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Cooking
4,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Nonfiction
5,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
6,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food
7,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Reference
8,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
9,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Culinary
10,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
11,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Foodie
12,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Food and Drink
0,"Breaking Dawn (The Twilight Saga, Book 4)",New Adult
0,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Colouring Books
1,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Colouring
0,Creative Haven Creative Cats Coloring Book (Adult Coloring),Colouring Books
1,Creative Haven Creative Cats Coloring Book (Adult Coloring),Colouring
2,Creative Haven Creative Cats Coloring Book (Adult Coloring),Animals
3,Creative Haven Creative Cats Coloring Book (Adult Coloring),Cats
4,Creative Haven Creative Cats Coloring Book (Adult Coloring),Animals
5,Creative Haven Creative Cats Coloring Book (Adult Coloring),Colouring Books
6,Creative Haven Creative Cats Coloring Book (Adult Coloring),Adult Colouring Books
0,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Fantasy
1,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Paranormal
2,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Vampires
3,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Fantasy
4,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Paranormal
5,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Fantasy
6,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Urban Fantasy
7,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Fiction
8,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Romance
9,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Mystery
10,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Romance
11,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Paranormal Romance
12,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Fantasy
13,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Supernatural
14,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Shapeshifters
15,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Werewolves
0,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Fantasy
1,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Paranormal
2,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Vampires
3,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Fantasy
4,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Paranormal
5,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Fantasy
6,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Urban Fantasy
7,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Romance
8,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Fiction
9,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Mystery
10,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Romance
11,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Paranormal Romance
12,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Fantasy
13,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Supernatural
14,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Shapeshifters
15,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Werewolves
0,"Diary of a Wimpy Kid: Hard Luck, Book 8",Realistic Fiction
0,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Humor
1,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Fiction
2,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Realistic Fiction
3,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Childrens
4,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Childrens
5,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Middle Grade
6,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Sequential Art
7,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Graphic Novels
8,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Young Adult
9,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Humor
10,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Comedy
11,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Sequential Art
12,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Comics
13,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Diary
0,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Colouring Books
1,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Art
2,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Colouring
3,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Nonfiction
4,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Art
5,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Crafts
6,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Childrens
7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Self Help
8,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Reference
9,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Art
10,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Drawing
11,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Fantasy
12,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Printsâ€¦",Magic
0,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Fantasy
1,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Fiction
2,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Young Adult
3,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Childrens
4,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Fantasy
5,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Magic
6,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Childrens
7,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Middle Grade
8,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Audiobook
9,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Short Stories
10,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Science Fiction Fantasy
11,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Fantasy
12,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Dragons
0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Romance
1,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Adult Fiction
2,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Erotica
3,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Fiction
4,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Erotica
5,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),BDSM
6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Adult
7,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Contemporary
8,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Romance
9,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Erotic Romance
10,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Romance
11,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Contemporary Romance
12,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Womens Fiction
13,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Chick Lit
14,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Love
0,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Nonfiction
0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Childrens
1,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Picture Books
2,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Childrens
3,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Childrens
4,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Storytime
5,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Fiction
6,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Transport
7,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Transport
8,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Trucks
9,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Poetry
10,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Kids
11,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Fantasy
12,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Childrens
13,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Juvenile
0,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Fantasy
1,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Young Adult
2,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Fiction
3,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Fantasy
4,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Magic
5,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Childrens
6,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Adventure
7,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Childrens
8,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Middle Grade
9,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Audiobook
10,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Classics
11,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Science Fiction Fantasy
0,Inheritance: Book IV (Inheritance Cycle),Fantasy
1,Inheritance: Book IV (Inheritance Cycle),Dragons
2,Inheritance: Book IV (Inheritance Cycle),Fantasy
0,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Food and Drink
1,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Cookbooks
2,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Food and Drink
3,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Cooking
4,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Nonfiction
5,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Reference
6,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Food and Drink
0,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),History
1,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Nonfiction
2,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Biography
3,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),War
4,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Military Fiction
5,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Historical
6,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),War
7,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),War
8,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),World War II
9,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),North American Hi...
10,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),American History
11,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Audiobook
12,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Military
13,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Military History
0,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Nonfiction
1,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Food and Drink
2,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Food
3,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Autobiography
4,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Memoir
5,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Biography
6,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Food and Drink
7,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Cooking
8,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Audiobook
9,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Biography
10,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Autobiography
11,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Biography Memoir
12,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Humor
13,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Food and Drink
14,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Foodie
0,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Childrens
1,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Picture Books
2,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Childrens
3,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Fiction
4,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",LGBT
5,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Humor
6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Animals
7,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Audiobook
8,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Politics
9,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",GLBT
10,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Queer
11,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT ChildrenÂ’s Book)",Romance
0,Little Bee: A Novel,Fiction
1,Little Bee: A Novel,Cultural
2,Little Bee: A Novel,Africa
3,Little Bee: A Novel,Historical
4,Little Bee: A Novel,Historical Fiction
5,Little Bee: A Novel,Book Club
6,Little Bee: A Novel,Contemporary
7,Little Bee: A Novel,Adult Fiction
8,Little Bee: A Novel,Western Africa
9,Little Bee: A Novel,Nigeria
10,Little Bee: A Novel,Adult
11,Little Bee: A Novel,Literary Fiction
12,Little Bee: A Novel,Audiobook
0,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Nonfiction
